cutpoint	tp	fn	fp	tn	odd_ratio	AUC	Decouple	Cutoff_high	Group	Cohort
32	-0.176147416483456	17	2	7	15	3.55555555555556	0.80622009569378	All	0.2	CytotoxicTcell	Gide aPD1
33	10	2	0	1	7	9	0.96875	Low	0.2	IMPRES	Liu aPD1+aCTLA4
34	11	5	0	2	2	3.5	0.75	High	0.2	IMPRES	Liu aPD1+aCTLA4
35	11	5	6	7	20	1.92307692307692	0.648148148148148	Other	0.2	IMPRES	Liu aPD1+aCTLA4
36	11	10	6	9	22	2.13333333333333	0.709677419354839	All	0.2	IMPRES	Liu aPD1+aCTLA4
37	8	4	1	7	3	0.875	0.46	Low	0.2	IMPRES	Liu aPD1
38	10	4	2	4	4	1.33333333333333	0.510416666666667	High	0.2	IMPRES	Liu aPD1
39	11	7	17	5	28	1.59090909090909	0.494318181818182	Other	0.2	IMPRES	Liu aPD1
40	11	9	21	8	33	1.44827586206897	0.503252032520325	All	0.2	IMPRES	Liu aPD1
41	8	2	0	9	1	0.333333333333333	0.2	Low	0.2	IMPRES	PUCH aPD1
42	8	5	0	5	1	1.2	0.4	High	0.2	IMPRES	PUCH aPD1
43	8	9	0	29	6	0.517241379310345	0.377777777777778	Other	0.2	IMPRES	PUCH aPD1
44	8	14	0	34	7	0.617647058823529	0.42595818815331	All	0.2	IMPRES	PUCH aPD1
45	8	1	0	5	3	0.8	0.5625	Low	0.2	IMPRES	VanAllen aCTLA4
46	10	1	0	4	3	1	0.714285714285714	High	0.2	IMPRES	VanAllen aCTLA4
47	11	4	2	3	22	5.2	0.706666666666667	Other	0.2	IMPRES	VanAllen aCTLA4
48	11	4	3	3	29	5.5	0.700892857142857	All	0.2	IMPRES	VanAllen aCTLA4
49	NA	NA	NA	NA	NA	NA	NA	Low	0.2	IMPRES	Riaz aPD1+CTLA4
50	13	1	2	0	2	1.5	0.666666666666667	High	0.2	IMPRES	Riaz aPD1+CTLA4
51	11	1	0	1	19	20	0.975	Other	0.2	IMPRES	Riaz aPD1+CTLA4
52	10	3	1	6	16	2.71428571428571	0.846590909090909	All	0.2	IMPRES	Riaz aPD1+CTLA4
53	10	1	1	0	4	5	0.5	Low	0.2	IMPRES	Riaz aPD1
54	Inf	0	1	0	4	4	0.125	High	0.2	IMPRES	Riaz aPD1
55	9	4	1	8	5	1	0.553846153846154	Other	0.2	IMPRES	Riaz aPD1
56	9	4	2	11	6	0.769230769230769	0.455882352941177	All	0.2	IMPRES	Riaz aPD1
57	10	3	1	1	2	2.5	0.75	Low	0.2	IMPRES	Gide aPD1+CTLA4
58	Inf	0	5	0	1	0.2	0.3	High	0.2	IMPRES	Gide aPD1+CTLA4
59	7	16	0	9	1	1.88888888888889	0.3875	Other	0.2	IMPRES	Gide aPD1+CTLA4
60	7	21	0	10	1	2.2	0.406926406926407	All	0.2	IMPRES	Gide aPD1+CTLA4
61	10	1	0	3	5	2	0.8125	Low	0.2	IMPRES	Gide aPD1
62	Inf	0	7	0	1	0.142857142857143	0	High	0.2	IMPRES	Gide aPD1
63	10	10	2	13	8	1.2	0.591269841269841	Other	0.2	IMPRES	Gide aPD1
64	10	17	2	14	8	1.5625	0.605263157894737	All	0.2	IMPRES	Gide aPD1
65	-0.64	2	0	1	7	9	0.9375	Low	0.2	TIDE	Liu aPD1+aCTLA4
66	-1.6	4	1	3	1	1.25	0.35	High	0.2	TIDE	Liu aPD1+aCTLA4
67	-1.23	11	0	21	6	0.80952380952381	0.471380471380471	Other	0.2	TIDE	Liu aPD1+aCTLA4
68	-1.01	12	4	20	11	0.958333333333333	0.443548387096774	All	0.2	TIDE	Liu aPD1+aCTLA4
69	-1.69	5	0	7	3	1.14285714285714	0.36	Low	0.2	TIDE	Liu aPD1
70	1.48	1	5	0	8	1.8	0.354166666666667	High	0.2	TIDE	Liu aPD1
71	-0.73	18	6	16	17	1.59090909090909	0.63510101010101	Other	0.2	TIDE	Liu aPD1
72	-0.14	14	16	12	29	1.53571428571429	0.565853658536585	All	0.2	TIDE	Liu aPD1
73	-0.79	2	0	3	7	3	0.8	Low	0.2	TIDE	PUCH aPD1
74	Inf	0	5	0	6	1.2	0.1	High	0.2	TIDE	PUCH aPD1
75	-0.29	7	2	14	21	1.75	0.698412698412698	Other	0.2	TIDE	PUCH aPD1
76	-0.09	7	7	15	26	1.5	0.519163763066202	All	0.2	TIDE	PUCH aPD1
77	-0.72	1	0	3	5	2	0.625	Low	0.2	TIDE	VanAllen aCTLA4
78	-1.09	1	0	4	3	1	0.428571428571429	High	0.2	TIDE	VanAllen aCTLA4
79	-0.86	6	0	19	6	0.631578947368421	0.553333333333333	Other	0.2	TIDE	VanAllen aCTLA4
80	-1.09	7	0	23	9	0.695652173913043	0.535714285714286	All	0.2	TIDE	VanAllen aCTLA4
81	NA	NA	NA	NA	NA	NA	NA	Low	0.2	TIDE	Riaz aPD1+CTLA4
82	Inf	0	3	0	2	0.666666666666667	0.166666666666667	High	0.2	TIDE	Riaz aPD1+CTLA4
83	0.9	1	0	1	19	20	0.95	Other	0.2	TIDE	Riaz aPD1+CTLA4
84	0.9	1	3	1	21	5.5	0.295454545454545	All	0.2	TIDE	Riaz aPD1+CTLA4
85	Inf	0	2	0	4	2	0.125	Low	0.2	TIDE	Riaz aPD1
86	-0.64	1	0	1	3	4	0.75	High	0.2	TIDE	Riaz aPD1
87	0.48	1	4	1	12	2.6	0.415384615384615	Other	0.2	TIDE	Riaz aPD1
88	-1.76	6	0	16	1	0.4375	0.416666666666667	All	0.2	TIDE	Riaz aPD1
89	-0.99	2	2	0	3	2.5	0.541666666666667	Low	0.2	TIDE	Gide aPD1+CTLA4
90	-0.79	5	0	0	1	Inf	1	High	0.2	TIDE	Gide aPD1+CTLA4
91	-0.99	13	3	3	7	3.33333333333333	0.734375	Other	0.2	TIDE	Gide aPD1+CTLA4
92	-0.99	18	3	3	8	4.33333333333333	0.785714285714286	All	0.2	TIDE	Gide aPD1+CTLA4
93	-0.96	1	0	2	6	3.5	0.75	Low	0.2	TIDE	Gide aPD1
94	1.7	1	6	0	1	0.333333333333333	0.142857142857143	High	0.2	TIDE	Gide aPD1
95	-1.15	11	1	13	8	1.35714285714286	0.628968253968254	Other	0.2	TIDE	Gide aPD1
96	0.26	7	12	3	19	1.73333333333333	0.611244019138756	All	0.2	TIDE	Gide aPD1
97	3.34207672313841	2	0	0	8	Inf	1	Low	0.2	CD274	Liu aPD1+aCTLA4
98	3.81729478896857	4	1	2	2	2	0.45	High	0.2	CD274	Liu aPD1+aCTLA4
99	3.29185193542819	7	4	8	19	2.16666666666667	0.562289562289562	Other	0.2	CD274	Liu aPD1+aCTLA4
100	3.29185193542819	11	5	10	21	2.13333333333333	0.582661290322581	All	0.2	CD274	Liu aPD1+aCTLA4
101	0.430596922558554	5	0	9	1	0.666666666666667	0.3	Low	0.2	CD274	Liu aPD1
102	3.95812054125398	4	2	4	4	1.33333333333333	0.5	High	0.2	CD274	Liu aPD1
103	2.08082047298852	18	6	21	12	1.11111111111111	0.507575757575758	Other	0.2	CD274	Liu aPD1
104	3.95812054125398	9	21	8	33	1.44827586206897	0.51219512195122	All	0.2	CD274	Liu aPD1
105	1.64796190814695	1	1	5	5	1	0.275	Low	0.2	CD274	PUCH aPD1
106	4.3562491929835	4	1	2	4	2.66666666666667	0.7	High	0.2	CD274	PUCH aPD1
107	4.08382130868683	3	6	1	34	5.28571428571429	0.457142857142857	Other	0.2	CD274	PUCH aPD1
108	4.08382130868683	7	7	4	37	4	0.567073170731707	All	0.2	CD274	PUCH aPD1
109	3.45605246690663	1	0	0	8	Inf	1	Low	0.2	CD274	VanAllen aCTLA4
110	5.18695910370548	1	0	3	4	1.66666666666667	0.571428571428571	High	0.2	CD274	VanAllen aCTLA4
111	3.45605246690663	3	3	8	17	1.81818181818182	0.46	Other	0.2	CD274	VanAllen aCTLA4
112	3.45605246690663	4	3	15	17	1.16666666666667	0.4375	All	0.2	CD274	VanAllen aCTLA4
113	NA	NA	NA	NA	NA	NA	NA	Low	0.2	CD274	Riaz aPD1+CTLA4
114	4.42251526307427	3	0	1	1	4	0.5	High	0.2	CD274	Riaz aPD1+CTLA4
115	2.26258969710379	1	0	12	8	0.75	0.4	Other	0.2	CD274	Riaz aPD1+CTLA4
116	4.42251526307427	3	1	3	19	5.5	0.75	All	0.2	CD274	Riaz aPD1+CTLA4
117	1.93220497218871	2	0	2	2	2	0.5	Low	0.2	CD274	Riaz aPD1
118	4.58681291884443	1	0	2	2	1.5	0.5	High	0.2	CD274	Riaz aPD1
119	3.94705380405237	1	4	1	12	2.6	0.323076923076923	Other	0.2	CD274	Riaz aPD1
120	3.94705380405237	2	4	4	13	1.875	0.362745098039216	All	0.2	CD274	Riaz aPD1
121	1.6455951587058	4	0	2	1	2.5	0.416666666666667	Low	0.2	CD274	Gide aPD1+CTLA4
122	5.26219868266461	4	1	0	1	5	0.8	High	0.2	CD274	Gide aPD1+CTLA4
123	3.06455183639597	11	5	2	8	2.71428571428571	0.75625	Other	0.2	CD274	Gide aPD1+CTLA4
124	3.06455183639597	16	5	3	8	3	0.774891774891775	All	0.2	CD274	Gide aPD1+CTLA4
125	2.96138614217638	1	0	1	7	8	0.875	Low	0.2	CD274	Gide aPD1
126	4.49994531653226	7	0	0	1	Inf	1	High	0.2	CD274	Gide aPD1
127	3.82441508171057	10	2	7	14	2.66666666666667	0.793650793650794	Other	0.2	CD274	Gide aPD1
128	4.49994531653226	13	6	2	20	4.125	0.856459330143541	All	0.2	CD274	Gide aPD1
129	0.824265996495077	2	0	5	3	1	0.4375	Low	0.2	CXCL9	Liu aPD1+aCTLA4
130	7.4577819147539	2	3	0	4	2	0.55	High	0.2	CXCL9	Liu aPD1+aCTLA4
131	4.42397345459809	6	5	5	22	2.8	0.636363636363636	Other	0.2	CXCL9	Liu aPD1+aCTLA4
132	4.42397345459809	11	5	9	22	2.35714285714286	0.671370967741935	All	0.2	CXCL9	Liu aPD1+aCTLA4
133	0.640161127729584	4	1	5	5	1.5	0.52	Low	0.2	CXCL9	Liu aPD1
134	5.31427825889532	6	0	2	6	6	0.833333333333333	High	0.2	CXCL9	Liu aPD1
135	5.35871006424623	4	20	3	30	1.47826086956522	0.47979797979798	Other	0.2	CXCL9	Liu aPD1
136	5.31427825889532	10	20	5	36	1.84	0.52520325203252	All	0.2	CXCL9	Liu aPD1
137	Inf	0	2	0	10	5	0.2	Low	0.2	CXCL9	PUCH aPD1
138	4.30805395943683	3	2	1	5	2.66666666666667	0.7	High	0.2	CXCL9	PUCH aPD1
139	2.0917959225602	6	3	8	27	3	0.709523809523809	Other	0.2	CXCL9	PUCH aPD1
140	2.0917959225602	11	3	12	29	2.66666666666667	0.739547038327526	All	0.2	CXCL9	PUCH aPD1
141	0.375015109960229	1	0	5	3	0.8	0.375	Low	0.2	CXCL9	VanAllen aCTLA4
142	5.49836922814455	1	0	4	3	1	0.428571428571429	High	0.2	CXCL9	VanAllen aCTLA4
143	2.51839534889852	5	1	12	13	1.38461538461538	0.593333333333333	Other	0.2	CXCL9	VanAllen aCTLA4
144	2.51839534889852	6	1	19	13	0.95	0.526785714285714	All	0.2	CXCL9	VanAllen aCTLA4
145	NA	NA	NA	NA	NA	NA	NA	Low	0.2	CXCL9	Riaz aPD1+CTLA4
146	8.79775909958949	3	0	1	1	4	0.666666666666667	High	0.2	CXCL9	Riaz aPD1+CTLA4
147	5.70530541609358	1	0	10	10	1.1	0.5	Other	0.2	CXCL9	Riaz aPD1+CTLA4
148	8.79775909958949	3	1	4	18	4.2	0.784090909090909	All	0.2	CXCL9	Riaz aPD1+CTLA4
149	3.51186302162577	2	0	2	2	2	0.625	Low	0.2	CXCL9	Riaz aPD1
150	7.75756573012143	1	0	2	2	1.5	0.5	High	0.2	CXCL9	Riaz aPD1
151	9.53804782001107	1	4	0	13	3.5	0.492307692307692	Other	0.2	CXCL9	Riaz aPD1
152	9.53804782001107	1	5	0	17	3.6	0.490196078431373	All	0.2	CXCL9	Riaz aPD1
153	1.52081633353441	3	1	0	3	6	0.916666666666667	Low	0.2	CXCL9	Gide aPD1+CTLA4
154	5.01238237985063	5	0	0	1	Inf	1	High	0.2	CXCL9	Gide aPD1+CTLA4
155	2.19903626603572	14	2	3	7	4.2	0.80625	Other	0.2	CXCL9	Gide aPD1+CTLA4
156	4.42617033130109	12	9	0	11	2.55555555555556	0.844155844155844	All	0.2	CXCL9	Gide aPD1+CTLA4
157	1.89021103290879	1	0	0	8	Inf	1	Low	0.2	CXCL9	Gide aPD1
158	3.58548734041414	7	0	0	1	Inf	1	High	0.2	CXCL9	Gide aPD1
159	1.89021103290879	11	1	6	15	3.71428571428571	0.80952380952381	Other	0.2	CXCL9	Gide aPD1
160	1.89021103290879	18	1	7	15	4.125	0.844497607655502	All	0.2	CXCL9	Gide aPD1
161	1.76913103580403	2	0	4	4	1.5	0.625	Low	0.2	CD8A	Liu aPD1+aCTLA4
162	7.72084308507912	1	4	0	4	1.25	0.3	High	0.2	CD8A	Liu aPD1+aCTLA4
163	1.76913103580403	11	0	22	5	0.727272727272727	0.511784511784512	Other	0.2	CD8A	Liu aPD1+aCTLA4
164	4.97347334757128	6	10	4	27	2.35714285714286	0.590725806451613	All	0.2	CD8A	Liu aPD1+aCTLA4
165	0.946227336846057	4	1	6	4	1.14285714285714	0.4	Low	0.2	CD8A	Liu aPD1
166	5.34658833652788	4	2	3	5	1.8	0.708333333333333	High	0.2	CD8A	Liu aPD1
167	2.17476509698985	16	8	17	16	1.28	0.476010101010101	Other	0.2	CD8A	Liu aPD1
168	2.17476509698985	22	8	24	17	1.21875	0.507317073170732	All	0.2	CD8A	Liu aPD1
169	Inf	0	2	0	10	5	0	Low	0.2	CD8A	PUCH aPD1
170	4.95529905636687	4	1	1	5	4.5	0.833333333333333	High	0.2	CD8A	PUCH aPD1
171	2.49539522330334	7	2	10	25	2.66666666666667	0.66031746031746	Other	0.2	CD8A	PUCH aPD1
172	2.49539522330334	12	2	15	26	2.23529411764706	0.724738675958188	All	0.2	CD8A	PUCH aPD1
173	1.64954307508536	1	0	2	6	3.5	0.75	Low	0.2	CD8A	VanAllen aCTLA4
174	6.92669160796729	1	0	4	3	1	0.428571428571429	High	0.2	CD8A	VanAllen aCTLA4
175	3.42619560621539	5	1	14	11	1.06666666666667	0.58	Other	0.2	CD8A	VanAllen aCTLA4
176	3.42619560621539	6	1	21	11	0.772727272727273	0.513392857142857	All	0.2	CD8A	VanAllen aCTLA4
177	NA	NA	NA	NA	NA	NA	NA	Low	0.2	CD8A	Riaz aPD1+CTLA4
178	6.07706712254325	3	0	1	1	4	0.666666666666667	High	0.2	CD8A	Riaz aPD1+CTLA4
179	3.51818286707508	1	0	8	12	1.625	0.6	Other	0.2	CD8A	Riaz aPD1+CTLA4
180	6.07706712254325	3	1	1	21	12	0.863636363636364	All	0.2	CD8A	Riaz aPD1+CTLA4
181	0.512152442824869	2	0	3	1	1	0.25	Low	0.2	CD8A	Riaz aPD1
182	5.47420686618657	1	0	1	3	4	0.75	High	0.2	CD8A	Riaz aPD1
183	5.69206693081605	1	4	0	13	3.5	0.446153846153846	Other	0.2	CD8A	Riaz aPD1
184	5.47420686618657	2	4	2	15	2.83333333333333	0.46078431372549	All	0.2	CD8A	Riaz aPD1
185	2.47945134826164	3	1	1	2	2.5	0.583333333333333	Low	0.2	CD8A	Gide aPD1+CTLA4
186	5.6821451460243	5	0	0	1	Inf	1	High	0.2	CD8A	Gide aPD1+CTLA4
187	3.74866992756573	11	5	2	8	2.71428571428571	0.7125	Other	0.2	CD8A	Gide aPD1+CTLA4
188	3.74866992756573	16	5	3	8	3	0.753246753246753	All	0.2	CD8A	Gide aPD1+CTLA4
189	1.31170477391128	1	0	2	6	3.5	0.75	Low	0.2	CD8A	Gide aPD1
190	6.55494373609245	4	3	0	1	1.66666666666667	0.571428571428571	High	0.2	CD8A	Gide aPD1
191	3.548173527962	9	3	4	17	3.71428571428571	0.78968253968254	Other	0.2	CD8A	Gide aPD1
192	3.548173527962	16	3	5	17	4.125	0.830143540669856	All	0.2	CD8A	Gide aPD1
193	5.04615150826194	1	1	1	7	4	0.4375	Low	0.2	Proliferation	Liu aPD1+aCTLA4
194	4.77080541897271	2	3	1	3	1.25	0.45	High	0.2	Proliferation	Liu aPD1+aCTLA4
195	4.05502442979047	10	1	15	12	1.375	0.609427609427609	Other	0.2	Proliferation	Liu aPD1+aCTLA4
196	4.05502442979047	13	3	18	13	1.23809523809524	0.55241935483871	All	0.2	Proliferation	Liu aPD1+aCTLA4
197	5.19928801379449	2	3	3	7	1.5	0.46	Low	0.2	Proliferation	Liu aPD1
198	4.47991340717839	5	1	1	7	6	0.8125	High	0.2	Proliferation	Liu aPD1
199	4.5924860874665	15	9	16	17	1.28	0.549242424242424	Other	0.2	Proliferation	Liu aPD1
200	4.47991340717839	21	9	19	22	1.53571428571429	0.591056910569106	All	0.2	Proliferation	Liu aPD1
201	4.26847455528597	2	0	4	6	2	0.75	Low	0.2	Proliferation	PUCH aPD1
202	4.41478439759597	4	1	1	5	4.5	0.8	High	0.2	Proliferation	PUCH aPD1
203	4.98276648999361	4	5	2	33	5.28571428571429	0.73968253968254	Other	0.2	Proliferation	PUCH aPD1
204	4.26847455528597	11	3	15	26	2.05555555555556	0.724738675958188	All	0.2	Proliferation	PUCH aPD1
205	4.14846467412262	1	0	6	2	0.5	0.25	Low	0.2	Proliferation	VanAllen aCTLA4
206	5.44996832814706	1	0	0	7	Inf	1	High	0.2	Proliferation	VanAllen aCTLA4
207	5.20991938061221	2	4	1	24	5.2	0.56	Other	0.2	Proliferation	VanAllen aCTLA4
208	5.20991938061221	3	4	1	31	6.8	0.642857142857143	All	0.2	Proliferation	VanAllen aCTLA4
209	NA	NA	NA	NA	NA	NA	NA	Low	0.2	Proliferation	Riaz aPD1+CTLA4
210	3.45693062325129	3	0	1	1	4	0.5	High	0.2	Proliferation	Riaz aPD1+CTLA4
211	Inf	0	1	0	20	20	0	Other	0.2	Proliferation	Riaz aPD1+CTLA4
212	Inf	0	4	0	22	5.5	0.238636363636364	All	0.2	Proliferation	Riaz aPD1+CTLA4
213	5.56190677394808	2	0	0	4	Inf	1	Low	0.2	Proliferation	Riaz aPD1
214	5.45580102748051	1	0	0	4	Inf	1	High	0.2	Proliferation	Riaz aPD1
215	5.56190677394808	4	1	1	12	8	0.892307692307692	Other	0.2	Proliferation	Riaz aPD1
216	5.45580102748051	5	1	1	16	10.5	0.901960784313726	All	0.2	Proliferation	Riaz aPD1
217	Inf	0	4	0	3	0.75	0	Low	0.2	Proliferation	Gide aPD1+CTLA4
218	4.89344319788826	5	0	0	1	Inf	1	High	0.2	Proliferation	Gide aPD1+CTLA4
219	4.20784435814793	14	2	7	3	1.88888888888889	0.48125	Other	0.2	Proliferation	Gide aPD1+CTLA4
220	4.20784435814793	19	2	7	4	2.55555555555556	0.562770562770563	All	0.2	Proliferation	Gide aPD1+CTLA4
221	5.02130620661429	1	0	2	6	3.5	0.75	Low	0.2	Proliferation	Gide aPD1
222	Inf	0	7	0	1	0.142857142857143	0	High	0.2	Proliferation	Gide aPD1
223	4.56542209678847	10	2	10	11	1.75	0.626984126984127	Other	0.2	Proliferation	Gide aPD1
224	4.45353739347472	15	4	13	9	1.41176470588235	0.521531100478469	All	0.2	Proliferation	Gide aPD1
225	5.32647415415819	1	1	1	7	4	0.5	Low	0.2	Stroma_EMT	Liu aPD1+aCTLA4
226	4.40183495827561	3	2	1	3	2	0.6	High	0.2	Stroma_EMT	Liu aPD1+aCTLA4
227	4.8483790569965	8	3	10	17	1.92307692307692	0.64983164983165	Other	0.2	Stroma_EMT	Liu aPD1+aCTLA4
228	4.8483790569965	10	6	11	20	1.76470588235294	0.612903225806452	All	0.2	Stroma_EMT	Liu aPD1+aCTLA4
229	3.99988485210711	5	0	9	1	0.666666666666667	0.24	Low	0.2	Stroma_EMT	Liu aPD1
230	4.39615611243425	6	0	7	1	1	0.375	High	0.2	Stroma_EMT	Liu aPD1
231	2.93917648704281	24	0	31	2	0.838709677419355	0.472222222222222	Other	0.2	Stroma_EMT	Liu aPD1
232	4.14947876333521	27	3	34	7	0.918918918918919	0.460975609756098	All	0.2	Stroma_EMT	Liu aPD1
233	4.98886938316871	1	1	4	6	1.4	0.3	Low	0.2	Stroma_EMT	PUCH aPD1
234	4.98008862196975	4	1	2	4	2.66666666666667	0.7	High	0.2	Stroma_EMT	PUCH aPD1
235	4.98886938316871	5	4	11	24	1.93333333333333	0.482539682539683	Other	0.2	Stroma_EMT	PUCH aPD1
236	4.98008862196975	9	5	13	28	2.05555555555556	0.571428571428571	All	0.2	Stroma_EMT	PUCH aPD1
237	4.77727231215681	1	0	3	5	2	0.625	Low	0.2	Stroma_EMT	VanAllen aCTLA4
238	5.35326616731149	1	0	3	4	1.66666666666667	0.571428571428571	High	0.2	Stroma_EMT	VanAllen aCTLA4
239	4.6094982644885	6	0	14	11	1.21428571428571	0.546666666666667	Other	0.2	Stroma_EMT	VanAllen aCTLA4
240	4.6094982644885	7	0	18	14	1.16666666666667	0.553571428571429	All	0.2	Stroma_EMT	VanAllen aCTLA4
241	NA	NA	NA	NA	NA	NA	NA	Low	0.2	Stroma_EMT	Riaz aPD1+CTLA4
242	5.11827324265925	2	1	0	2	4	0.666666666666667	High	0.2	Stroma_EMT	Riaz aPD1+CTLA4
243	4.51570860662446	1	0	13	7	0.615384615384615	0.35	Other	0.2	Stroma_EMT	Riaz aPD1+CTLA4
244	4.05670797926604	4	0	16	6	0.625	0.545454545454545	All	0.2	Stroma_EMT	Riaz aPD1+CTLA4
245	4.60661355076149	2	0	2	2	2	0.5	Low	0.2	Stroma_EMT	Riaz aPD1
246	4.67927181423718	1	0	3	1	0.666666666666667	0.25	High	0.2	Stroma_EMT	Riaz aPD1
247	5.13851797525413	3	2	4	9	2	0.584615384615385	Other	0.2	Stroma_EMT	Riaz aPD1
248	4.60661355076149	5	1	10	7	1.09090909090909	0.519607843137255	All	0.2	Stroma_EMT	Riaz aPD1
249	5.43308543236677	3	1	0	3	6	0.75	Low	0.2	Stroma_EMT	Gide aPD1+CTLA4
250	4.01101113067857	5	0	0	1	Inf	1	High	0.2	Stroma_EMT	Gide aPD1+CTLA4
251	4.9029757287934	12	4	4	6	2.25	0.625	Other	0.2	Stroma_EMT	Gide aPD1+CTLA4
252	4.9029757287934	13	8	4	7	1.66666666666667	0.588744588744589	All	0.2	Stroma_EMT	Gide aPD1+CTLA4
253	4.4782812456718	1	0	6	2	0.5	0.25	Low	0.2	Stroma_EMT	Gide aPD1
254	4.72632329093828	7	0	0	1	Inf	1	High	0.2	Stroma_EMT	Gide aPD1
255	4.4782812456718	12	0	18	3	0.833333333333333	0.432539682539683	Other	0.2	Stroma_EMT	Gide aPD1
256	4.4782812456718	19	0	18	4	1.27777777777778	0.478468899521531	All	0.2	Stroma_EMT	Gide aPD1
257	1.53216789353367	2	0	1	7	9	0.875	Low	0.2	T_effector_IFNG_response	Liu aPD1+aCTLA4
258	5.83812388861448	1	4	0	4	1.25	0.45	High	0.2	T_effector_IFNG_response	Liu aPD1+aCTLA4
259	1.31504023600474	11	0	21	6	0.80952380952381	0.552188552188552	Other	0.2	T_effector_IFNG_response	Liu aPD1+aCTLA4
260	2.13123560219407	12	4	17	14	1.23809523809524	0.606854838709677	All	0.2	T_effector_IFNG_response	Liu aPD1+aCTLA4
261	0.550463805379723	5	0	9	1	0.666666666666667	0.22	Low	0.2	T_effector_IFNG_response	Liu aPD1
262	3.93870402491857	3	3	0	8	3.66666666666667	0.625	High	0.2	T_effector_IFNG_response	Liu aPD1
263	0.550463805379723	24	0	31	2	0.838709677419355	0.468434343434343	Other	0.2	T_effector_IFNG_response	Liu aPD1
264	3.93870402491857	3	27	0	41	1.62962962962963	0.495934959349593	All	0.2	T_effector_IFNG_response	Liu aPD1
265	0.326922938228169	2	0	9	1	0.333333333333333	0.3	Low	0.2	T_effector_IFNG_response	PUCH aPD1
266	3.67532110664371	3	2	0	6	4.5	0.766666666666667	High	0.2	T_effector_IFNG_response	PUCH aPD1
